"Sum(order)","category","parent_category"
32,3637,1693
409,3638,1899
16319,3639,3860
25,3640,2391
41168,3641,1812
616,3642,3555
,3643,2086
4257,3644,3764
689,3645,3707
2083,3646,153
,3647,2784
,3648,685
1115,3649,28
1034,3650,1175
5,3651,2438
5436,3652,918
9933,3653,3137
17987,3654,3056
,3655,1290
,3656,653
27,3657,3605
154,3658,1477
537,3659,3329
,3660,1832
6,3661,2260
3065,3662,2627
17006,3663,2622
,3664,1875
7,3665,842
,3666,223
2235,3667,153
6869,3668,2471
1312,3669,2703
65122,3670,2231
718,3671,3774
693,3672,151
172,3673,1480
18,3674,3458
1162,3675,2280
775,3676,1065
,3677,1924
13,3678,1420
6,3679,1035
621,3680,3703
338,3681,2260
212,3682,472
38,3683,3232
2742,3684,1864
,3685,3898
,3686,1049
2,3687,2543
10627,3688,600
1725,3689,3152
,3690,2346
96,3691,2701
317,3692,1600
32060,3693,489
2519,3694,1812
54,3695,893
5,3696,2016
563,3697,2838
4,3698,119
,3699,2364
9422,3700,910
999,3701,2647
2444,3702,1340
,3703,2364
5869,3704,1151
35,3705,2110
,3706,2364
,3707,2723
37,3708,3830
66,3709,2094
32,3710,842
303,3711,1899
155,3712,3841
289,3713,1968
212,3714,353
192,3715,707
48,3716,3699
1237,3717,2019
131,3718,3550
,3719,2364
204,3720,34
630,3721,3609
819,3722,3754
,3723,375
64,3724,3437
837,3725,2771
,3726,3237
24925,3727,3726
258,3728,472
42,3729,3508
89,3730,361
,3731,2288
1581,3732,2972
,3733,2657
59,3734,3733
,3735,3624
81,3736,1872
,3737,3037
1084,3738,2824
1008,3739,2036
1356,3740,2645
670,3741,1520
79,3742,2098
365,3743,1151
156,3744,3572
5116,3745,3288
52,3746,1631
1,3747,575
241,3748,1231
,3749,2979
89,3750,1666
330,3751,3295
,3752,3898
36,3753,1292
,3754,336
5984,3755,965
2391,3756,1152
,3757,2212
30,3758,3772
11,3759,3830
16153,3760,1543
,3761,2723
,3762,600
1460,3763,1511
,3764,2364
384,3765,1885
4822,3766,3154
3600,3767,2346
17,3768,882
401,3769,3366
1,3770,1631
74,3771,2066
,3772,484
,3773,2364
,3774,737
5575,3775,2012
810,3776,150
29,3777,3354
9531,3778,3609
2922,3779,3329
127,3780,153
1200,3781,2793
1847,3782,696
3049,3783,2028
30,3784,157
74,3785,3772
,3786,2284
,3787,2976
3308,3788,2599
351,3789,151
613,3790,1640
156,3791,2784
19,3792,1115
273,3793,844
,3794,2364
,3795,671
,3796,2364
,3797,2076
121,3798,2027
3523,3799,3609
5332,3800,3089
2625,3801,3417
,3802,36
85,3803,2976
24,3804,2584
,3805,1853
173,3806,2763
861,3807,1480
,3808,2364
20,3809,3829
,3809,3001
20,3809,3829
,3809,3001
1266,3810,1890
81,3811,3707
628,3812,2688
1180,3813,458
213,3814,3555
3037,3815,2622
9,3816,222
8662,3817,422
800,3818,2280
,3819,1557
2055,3820,969
17,3821,3232
4609,3822,3511
1176,3823,1026
2656,3824,1751
799,3825,1127
47,3826,42
1309,3827,100
14,3828,3060
,3829,1480
,3830,982
25,3831,366
,3832,3311
,3833,1056
420,3834,2142
44,3835,2702
9868,3836,1566
4347,3837,3241
322,3838,2211
1,3839,8
203,3840,844
,3841,772
15,3842,2133
173,3843,1968
346,3844,1933
1311,3845,1092
,3846,190
5747,3847,2497
3899,3848,2033
,3849,2364
1,3850,1227
1337,3851,1899
,3852,3898
,3853,3897
52,3854,3707
6290,3855,2824
15,3856,1520
,3857,3863
96,3858,2914
,3859,686
,3860,3898
43,3861,1103
708,3862,164
,3863,2364
83,3864,3508
5004,3865,2771
12,3866,3174
43921,3867,1543
5,3868,1258
,3869,2364
605,3870,1062
518,3871,1092
771,3872,3509
3558,3873,1637
1877,3874,447
11,3875,2495
70,3876,1320
180,3877,1151
589,3878,2169
1219,3879,3329
4,3880,3498
18,3881,3802
9465,3882,264
63,3883,3869
,3884,3616
,3885,1968
,3886,575
175,3887,3773
110,3888,2027
,3889,678
280,3890,234
514,3891,1062
,3891,1254
514,3891,1062
,3891,1254
245,3892,3719
,3893,1875
290,3894,2803
3482,3895,516
,3896,2793
3517,3897,729
,3898,3898
,3899,3898
49125,3900,3898
52947,3901,3898
36785,3902,3898
43223,3903,3898
1088,3904,3898
9972,3905,3898
188,3906,3898
5438,3907,3898
3439,3908,3898
4949,3909,3898
36551,3910,3898
5925,3911,3898
161168,3912,3898
60250,3913,3898
293845,3914,3898
377370,3915,3898
26468,3916,3898
2141,3917,3898
2047,3918,3898
511,3919,3898
5177,3920,3898
5362,3921,3898
5724,3922,3898
1193,3923,3898
113299,3924,3898
1341,3925,3898
1489,3926,3898
293,3927,3898
990,3928,3898
977,3929,3898
260,3930,3898
3,3931,3898
432,3932,3898
8416,3933,3898
4318,3934,3898
44630,3935,3898
33258,3936,3898
52902,3937,3898
116,3938,3898
809,3939,3898
148,3940,3898
5451,3941,3898
285,3942,3898
11,3943,3898
15024,3944,3898
14174,3945,3898
9969,3946,3898
1705,3947,3898
3146,3948,3898
10685,3949,3898
38,3950,3898
4,3951,3898
3057,3952,3898
4814,3953,3898
1455,3954,3898
1468,3955,3898
2385,3956,3898
4580,3957,3898
2103,3958,3898
2991,3959,3898
7642,3960,3898
14019,3961,3898
12646,3962,3898
25836,3963,3898
1799,3964,3898
634,3965,3898
1156,3966,3898
333,3967,3898
914,3968,3898
4313,3969,3898
8260,3970,3898
891,3971,3898
480,3972,3898
8282,3973,3898
81,3974,3898
304,3975,3898
33487,3976,3898
2012,3977,3898
1781,3978,3898
924,3979,3898
1448,3980,3898
11881,3981,3898
117,3982,3898
265,3983,3898
1694,3984,3898
5757,3985,3898
4948,3986,3898
698,3987,3898
709,3988,3898
1772,3989,3898
391,3990,3898
667,3991,3898
849,3992,3898
452,3993,3898
1724,3994,3898
895,3995,3898
35,3996,3898
1264,3997,3898
,3998,3898
7425,3999,3898
227,4000,3898
1551,4001,3898
2483,4002,3898
930,4003,3898
1395,4004,3898
699,4005,3898
12459,4006,3898
537,4007,3898
24351,4008,3898
2199,4009,3898
63,4010,3898
2769,4011,3898
297,4012,3898
201,4013,3898
709,4014,3898
954,4015,3898
268,4016,3898
1750,4017,3898
3318,4018,3898
32165,4019,3898
2836,4020,3898
207,4021,3898
122,4022,3898
233,4023,3898
2641,4024,3898
12444,4025,3898
11142,4026,3898
2342,4027,3898
4194,4028,3898
2180,4029,3898
15995,4030,3898
1764,4031,3898
199,4032,3898
134,4033,3898
3352,4034,3898
1969,4035,3898
576,4036,3898
75,4037,3898
2449,4038,3898
7991,4039,3898
16606,4040,3898
2,4041,3898
684,4042,3898
383,4043,3898
1434,4044,3898
860,4045,3898
104,4046,3898
875,4047,3898
12351,4048,3898
595,4049,3898
69,4050,3898
262,4051,3898
,4052,3898
1073,4053,3898
192,4054,3898
2895,4055,3898
3558,4056,3898
2365,4057,3898
114,4058,3898
31,4059,3898
1121,4060,3898
166,4061,3898
779,4062,3898
480,4063,3898
575,4064,3898
2896,4065,3898
299,4066,3898
47,4067,3898
8006,4068,3898
6631,4069,3898
2655,4070,3898
1686,4071,3898
1667,4072,3898
615,4073,3898
312,4074,3898
239,4075,3898
9,4076,3898
21,4077,3898
59,4078,3898
97,4079,3898
18,4080,3898
222,4081,3898
426,4082,3898
2119,4083,3898
481,4084,3898
1246,4085,3898
2512,4086,3898
7487,4087,3898
7502,4088,3898
8208,4089,3898
35,4090,3898
41,4091,3898
3772,4092,3898
1202,4093,3898
2226,4094,3898
3,4095,3898
1088,4096,3898
172,4097,3898
494,4098,3898
431,4099,3898
1454,4100,3898
365,4101,3898
333,4102,3898
5,4103,3898
10595,4104,3898
419,4105,3898
35211,4106,3898
189,4107,3898
23,4108,3898
1264,4109,3898
364,4110,3898
1284,4111,3898
758,4112,3898
22432,4113,3898
10037,4114,3898
9871,4115,3898
2295,4116,3898
1047,4117,3898
22,4118,3898
7884,4119,3898
1311,4120,3898
142,4121,3898
1217,4122,3898
5909,4123,3898
1400,4124,3898
231,4125,3898
371,4126,3898
1917,4127,3898
1830,4128,3898
2548,4129,3898
40,4130,3898
1,4131,3898
1450,4132,3898
2659,4133,3898
715,4134,3898
711,4135,3898
662,4136,3898
919,4137,3898
246,4138,3898
8,4139,3898
10658,4140,3898
1,4141,3898
625,4142,3898
813,4143,3898
134,4144,3898
,4145,3898
,4146,3898
,4147,3898
,4148,3898
,4149,3898
,4150,3898
56,4151,3898
20,4152,3898
217,4153,3898
555,4154,3898
1415,4155,3898
686,4156,3898
1232,4157,3898
8225,4158,3898
5894,4159,3898
1313,4160,3898
330,4161,3898
401,4162,3898
1683,4163,3898
1189,4164,3898
21,4165,3898
544,4166,3898
5093,4167,3898
10,4168,3898
74,4169,3898
,4170,3898
117,4171,3898
160,4172,3898
31,4173,3898
34,4174,3898
2514,4175,3898
140,4176,3898
518,4177,3898
50,4178,3898
11,4179,3898
1103,4180,3898
130,4181,3898
,4182,3898
743,4183,3898
36,4184,3898
258,4185,3898
438,4186,3898
,4187,3898
,4188,3898
892,4189,3898
1560,4190,3898
82,4191,3898
549,4192,3898
289,4193,3898
846,4194,3898
428,4195,3898
1813,4196,3898
2823,4197,3898
407,4198,3898
472,4199,3898
47,4200,3898
48,4201,3898
57,4202,3898
655,4203,3898
1047,4204,3898
1,4205,3898
2762,4206,3898
4542,4207,3898
70,4208,3898
760,4209,3898
65,4210,3898
1522,4211,3898
1522,4212,3898
405,4213,3898
405,4214,3898
405,4215,3898
365,4216,3898
429,4217,3898
,4218,3898
138,4219,3898
141,4220,3898
3,4221,3898
11,4222,3898
5811,4223,3898
191,4224,3898
705,4225,3898
,4226,3898
179,4227,3898
24,4228,3898
209,4229,3898
1750,4230,3898
2304,4231,3898
38,4232,3898
47,4233,3898
465,4234,3898
1,4235,3898
28,4236,3898
22,4237,3898
28,4238,3898
1495,4239,3898
10,4240,3898
614,4241,3898
7,4242,3898
2201,4243,3898
694,4244,3898
2,4245,3898
61,4246,3898
3,4247,3898
30,4248,3898
2867,4249,3898
56,4250,3898
24,4251,3898
60,4252,3898
74,4253,3898
300,4254,3898
161,4255,3898
,4256,3898
,4257,3898
,4258,3898
,4259,3898
,4260,3898
15,4261,3898
9,4262,3898
,4263,3898
,4264,3898
383,4265,3898
22,4266,3898
14,4267,3898
22,4268,3898
38,4269,3898
2,4270,3898
60,4271,3898
157,4272,3898
1,4273,3898
102,4274,3898
39,4275,3898
66,4276,3898
3,4277,3898
1149,4278,3898
,4279,3898
,4280,3898
667,4281,3898
6,4282,3898
45,4283,3898
41,4284,3898
1270,4285,3898
4391,4286,3898
509,4287,3898
84,4288,3898
426,4289,3898
461,4290,3898
,4291,3898
54,4292,3898
41,4293,3898
1,4294,3898
,4295,3898
3,4296,3898
,4297,3898
32,4298,3898
118,4299,3898
