"itemID","Mean(date&time diff)","Sum(order)"
15921,55,6
15922,35.87692307692306,71
15924,47,6
15928,42.55555555555556,12
15933,56.9,37
15936,7,20
15937,28.411764705882355,48
15938,98.5,3
15941,17.551724137931036,48
15944,51.75,12
15947,78.2,8
15949,21,2
15950,40.42857142857142,7
15951,17.75,5
15952,54.65999999999999,59
15954,67.625,10
15955,40.20370370370368,61
15964,22,2
15970,42.33333333333333,3
15971,50.80555555555557,121
15972,0,4
15973,57.857142857142854,8
15978,59.933333333333316,40
15982,22.25,7
15983,92,2
15984,22.8,10
15986,19.333333333333332,30
15988,37,3
15991,46.491803278688515,128
15993,69,3
15994,64.66666666666666,14
15996,46.83333333333332,12
15997,41.666666666666664,4
15998,69.75,5
16002,24.79411764705882,68
16003,75.25,5
16005,47.83766233766233,293
16006,52.75,24
16007,27.14285714285714,7
16009,42.83333333333333,8
16012,47.83823529411764,136
16013,44.68421052631579,30
16014,72.5,2
16015,42.33333333333333,3
16017,42.028846153846146,201
16020,54.67272727272724,126
16029,29.5,2
16033,39.5,2
16034,3.5,2
16037,54.769230769230774,15
16041,48.22641509433962,57
16048,27,10
16052,88.5,2
16056,28,2
16059,47.63695652173905,1251
16060,60.71428571428571,10
16062,29.125,99
16063,65,14
16066,36.8,20
16067,32.547619047619044,68
16068,33.5,43
16069,2,4
16070,57.8,10
16071,14.5,2
16073,38.75,4
16075,36.14285714285714,71
16078,12,3
16084,70.5,2
16085,42.89285714285712,45
16088,30.5,2
16093,49.66666666666667,9
16101,43.15789473684211,62
16103,44.24761904761903,154
16105,57,2
16108,29.42857142857143,88
16109,52.8846153846154,35
16110,40.000000000000014,49
16111,25,2
16118,61.99999999999999,3
16119,42.94736842105263,46
16120,60.25,4
16123,35.666666666666664,6
16128,45.66666666666667,27
16129,19.5,3
16131,81.5,2
16133,44,3
16136,36.57142857142857,11
16140,88.5,2
16142,35.76,31
16145,60.5,4
16152,20,2
16155,29.000000000000004,7
16157,66.25,5
16159,34.5,2
16161,44.240740740740726,69
16162,51.90740740740742,321
16165,23.076923076923077,25
16166,14.5,2
16169,45.14285714285713,38
16170,46.99999999999999,10
16171,58.4,13
16172,0.5,2
16173,21.666666666666664,3
16174,51,2
16177,45.83333333333333,32
16179,56.55555555555556,11
16181,6,2
16183,64.81818181818181,17
16188,68.33333333333333,9
16193,31.5,2
16195,39,19
16198,37.666666666666664,5
16199,32.18421052631578,43
16200,21.75,4
16201,81.66666666666667,6
16202,42.5,2
16206,66,3
16208,49,8
16210,19.5,2
16211,1,2
16215,45.05154639175256,180
16220,44.46153846153846,13
16227,37.166666666666664,12
16230,86.5,4
16233,35.400000000000006,8
16234,48.833333333333336,9
16236,55,2
16238,42.83333333333334,11
16243,60,4
16244,38.6,10
16245,111.5,2
16247,57.666666666666664,13
16248,48.64705882352941,19
16249,19,6
16251,38.58823529411765,17
16253,24,2
16256,1,9
16257,34.40625000000001,33
16259,54.4,17
16260,29.931034482758616,64
16262,14,3
16266,24,3
16269,45.828571428571436,35
16270,38.41176470588234,30
16271,15,2
16274,31.8,5
16276,33.666666666666664,19
16281,41.16666666666666,18
16282,20.454545454545453,39
16283,48.33333333333333,3
16286,48.061855670103114,142
16287,15,2
16289,13,2
16291,24.5,4
16292,39.25,26
16294,47.649253731343286,372
16296,53.08333333333334,12
16297,43.52631578947368,198
16299,42,23
16300,98.5,9
16301,57.11111111111109,12
16303,53.368421052631554,62
16304,56.5,2
16307,44.25,9
16309,11.874999999999998,14
16310,33,2
16313,47.5,4
16319,35.02857142857144,104
16321,47.55555555555556,14
16326,39,6
16327,49.83333333333332,20
16330,23.750000000000007,55
16331,29.333333333333332,17
16333,44.83333333333333,6
16334,53.5,10
16337,70,6
16338,44.333333333333336,7
16339,63.25,6
16340,34.666666666666664,3
16343,44.75,8
16344,46.32142857142857,28
16348,9.5,4
16352,31.384615384615365,194
16361,48.33333333333333,12
16362,39.812500000000014,240
16364,73.33333333333333,3
16369,44.965517241379324,35
16376,63.000000000000014,21
16379,59.39999999999999,13
16386,57,6
16387,24,3
16388,38,5
16389,46.4,249
16391,41.875,9
16394,32,7
16396,14.5,6
16398,42.18181818181818,13
16399,48,2
16402,45.94871794871794,48
16403,46.47058823529412,96
16404,20.75,14
16406,1,2
16408,49.166666666666664,6
16409,50.60000000000001,15
16413,43.80555555555555,44
16415,37.78571428571429,15
16418,34,5
16424,35.25,4
16425,42.16666666666667,6
16426,66.375,8
16427,28.5,2
16433,32.54,141
16435,48.8,5
16437,42.05555555555556,26
16438,65.5,2
16439,14,4
16442,15.75,5
16445,56.25,5
16446,64,2
16454,65.60000000000001,5
16456,45.875,9
16457,74.66666666666667,6
16463,34.5,2
16464,31.5,2
16465,78.5,2
16468,32.14285714285714,7
16470,51,4
16471,34.714285714285715,10
16473,41.5,4
16479,66.5,3
16480,9.5,3
16481,46.73333333333332,69
16483,42.26829268292684,171
16484,12.571428571428573,14
16485,35.38461538461539,22
16487,49.333333333333336,9
16493,69,14
16494,65,6
16503,43.75000000000001,17
16508,61.57142857142857,12
16510,68.33333333333333,3
16512,56.45454545454545,13
16513,75.5,6
16514,22,3
16515,42,13
16516,58,2
16518,13.5,8
16522,74,4
16525,18,3
16528,27.333333333333336,6
16529,60.125,9
16532,21,4
16534,40,4
16535,35,8
16536,50.37837837837837,58
16541,37.95238095238094,25
16545,26.333333333333332,4
16546,40,2
16553,56.625,8
16556,43.037037037037024,30
16557,39,2
16558,43.32,25
16562,30.5,12
16563,20.5,2
16565,78.5,3
16566,52.33333333333333,55
16570,30,10
16571,44.88297872340426,114
16572,18.5,2
16574,76,2
16578,62.5,6
16579,2,2
16580,64.5,2
16582,15.25,5
16586,47.50000000000001,18
16588,21,3
16589,15,7
16593,28.599999999999998,11
16595,59.2,13
16598,35.5,3
16599,35.160000000000004,34
16601,105.5,2
16605,46.5,2
16607,21.5,3
16608,27.5,4
16609,48.1923076923077,42
16610,43.15625,111
16611,29,7
16612,38.33333333333333,7
16614,45,6
16618,35.5,7
16620,43.5,2
16624,31.818181818181806,108
16626,64,2
16629,55.78723404255317,56
16632,33,5
16634,9,2
16641,57.9375,42
16643,46.022222222222204,54
16644,50.75,4
16645,45.5,2
16646,56,2
16647,58.28571428571428,7
16648,31.5,2
16655,77.2,5
16657,45.454545454545446,24
16659,37,14
16660,51.44827586206896,58
16662,17.5,2
16663,7.5,2
16665,53.666666666666664,3
16666,31.65454545454545,115
16671,50.22727272727272,25
16673,49.67441860465116,66
16674,49.30188679245282,53
16675,37.04761904761904,48
16678,42.66666666666667,8
16679,54,2
16680,41.78260869565215,211
16682,62.666666666666664,3
16686,49.46666666666667,15
16694,55,2
16698,91.5,2
16701,103,3
16704,3,4
16705,39.285714285714285,7
16707,41.26829268292683,57
16709,48.333333333333336,18
16712,56.5,2
16716,35.52577319587629,154
16717,40.21739130434782,56
16723,49.04761904761902,28
16724,51.928571428571416,44
16727,46,43
16732,44.785714285714285,107
16735,46.36363636363637,15
16737,37,31
16738,19.5,4
16744,31,6
16747,39.22641509433962,55
16748,10,6
16749,50.5,19
16753,36,2
16757,67,3
16758,62.2,5
16760,49.75,35
16761,96.5,2
16763,48.375,31
16765,54.61538461538461,13
16767,2.75,4
16768,46,11
16772,76.2,7
16778,56.772727272727266,58
16780,19.5,3
16784,65,5
16786,41.66666666666667,17
16788,55.5,2
16790,24,5
16792,63.14285714285714,38
16793,28.333333333333332,7
16798,57.22222222222222,21
16799,40.89999999999999,27
16802,55,4
16804,44.285714285714285,29
16805,54.33333333333333,3
16806,57.5,2
16809,16.759999999999998,41
16810,45.75,5
16812,21.5,2
16814,32.5,2
16820,55.10852713178296,139
16821,73.60000000000001,6
16822,35.92857142857142,40
16824,51.8,32
16825,37.83333333333333,7
16827,31.5,2
16830,39,2
16839,71.2,13
16840,13,2
16846,47.885057471264375,101
16852,15.5,10
16856,38.862068965517246,41
16861,58,9
16862,37,2
16864,61.285714285714285,7
16865,55.5,4
16867,34.875,11
16868,36.02380952380953,69
16869,20.5,2
16870,51.5,9
16878,40.7,96
16879,53.75,5
16881,73.71428571428571,10
16882,27.7,14
16883,49,5
16885,28.25,5
16886,59.36363636363637,15
16890,30.333333333333332,3
16892,51.75,10
16896,34.5,2
16897,17.5,2
16898,48.5,18
16900,62.37500000000001,13
16902,37.89473684210526,58
16904,62.75,5
16906,66.32000000000001,26
16907,40.111111111111114,10
16908,57,2
16917,15,4
16918,47.75,24
16920,48.5,8
16923,32,2
16924,84,2
16927,40.5,2
16928,21.600000000000005,30
16929,16,2
16930,55.599999999999994,10
16931,44.625,49
16934,38.368421052631575,34
16937,59.50000000000001,6
16938,47,2
16940,28,2
16943,55.5,31
16948,48.66666666666667,19
16949,68,13
16951,76.25,5
16953,106,3
16954,29,4
16963,31,2
16967,46,4
16971,48.82758620689655,65
16972,46.546697038724375,728
16975,46.714285714285715,78
16976,38.83333333333333,8
16978,55.444444444444436,9
16982,34.75,11
16985,16.5,4
16987,34.36363636363636,15
16988,39,5
16989,42.333333333333336,7
16990,33.875,16
16996,119.5,3
16997,20.800000000000004,9
16999,42.949999999999996,67
17000,0.5,2
17003,62,2
17006,61,9
17009,43.92,50
17011,57.37499999999999,9
17012,40.21739130434783,34
17014,31.8235294117647,20
17015,24,8
17016,38.83333333333333,12
17017,40,6
17018,50.49999999999999,4
17026,41.22988505747127,122
17031,46.04166666666665,54
17032,9.5,2
17033,36.2,6
17036,32.85714285714286,7
17037,40.77777777777778,9
17039,5,4
17040,38.65625000000001,60
17044,69,8
17046,34.07692307692308,37
17047,31.857142857142858,7
17048,23.5,2
17051,23.75,17
17053,56.60330578512396,138
17054,34.5,4
17059,45.83333333333333,19
17068,60,3
17070,34.75,6
17076,45.10526315789476,45
17089,48.3413897280967,689
17092,87,2
17093,41.04999999999999,51
17095,34.05263157894737,22
17098,61,3
17099,28.5,2
17101,22.333333333333332,3
17102,66.66666666666667,6
17104,55,4
17107,16,3
17110,51.58333333333332,143
17111,34,2
17116,31.5,2
17119,3,2
17120,46.800000000000004,5
17125,45.65217391304348,26
17128,85.5,2
17134,59.5,3
17137,66,3
17147,38.54545454545454,18
17148,4.5,2
17150,64.94999999999999,22
17157,42.11111111111111,9
17165,63.83333333333332,25
17166,37,2
17167,41.95532646048113,665
17169,66,3
17174,37,6
17175,40.06666666666668,40
17184,39,4
17186,40,14
17188,42.16666666666667,8
17189,40.66666666666667,9
17191,39.44444444444444,17
17192,59.83333333333333,6
17193,41.57142857142859,130
17196,50.800000000000004,7
17198,57.90476190476189,27
17201,44.77777777777777,12
17203,43.699999999999996,10
17205,21.5,5
17206,39,13
17207,25,2
17208,48.5,8
17210,28,2
17211,55,2
17214,40.5,4
17217,16.5,2
17218,39,5
17219,33.5,2
17222,78.5,2
17227,16.166666666666668,6
17228,20.25,4
17230,18.434782608695663,154
17233,63.5,2
17235,58.66666666666666,3
17237,56.5,2
17238,86.5,2
17247,56.9047619047619,66
17249,9,2
17250,54.77777777777777,34
17251,100.5,2
17253,58.90909090909092,22
17256,36.18918918918919,37
17260,26.28571428571429,7
17261,50.533333333333346,39
17262,9.5,2
17264,45.4,33
17265,41.28571428571429,12
17268,47.78260869565216,99
17269,45.46932515337424,839
17271,51.39999999999999,47
17273,51.4,8
17274,67.5,2
17275,34.9047619047619,77
17278,51.25,8
17279,30.749999999999996,4
17286,27.75,5
17288,27,10
17291,49.20168067226893,147
17293,45.88135593220337,63
17298,32.25,11
17301,40.5,2
17304,17.25,65
17308,79.83333333333333,6
17309,29,2
17312,36.94444444444446,23
17314,46.631578947368425,21
17316,43.5,3
17317,56.281481481481485,170
17318,42.375,30
17319,29.666666666666664,7
17322,15,2
17324,52.09090909090909,13
17325,54.58823529411764,18
17326,43.58333333333332,17
17333,49.55555555555555,13
17334,34.45454545454545,16
17335,48.00000000000001,17
17336,60,9
17337,17.5,2
17342,43.37500000000001,9
17347,36.560975609756106,61
17349,13.5,2
17351,0,2
17356,22,2
17357,49.222222222222214,14
17358,38.5,3
17362,52.733333333333334,16
17363,41.61904761904762,31
17364,53,3
17370,52.25,15
17373,65.5,2
17375,66,2
17378,45.358695652173914,100
17381,22.75,4
17386,50.7,26
17387,51.5,13
17388,81,2
17391,25.5,2
17400,51.69230769230769,19
17401,33.238095238095234,31
17404,48.05555555555554,20
17405,3,3
17406,82,2
17419,52.755905511811015,630
17420,36.111111111111114,15
17422,30.96666666666667,31
17424,46.625,11
17426,42.73170731707318,60
17427,7,3
17436,47.91666666666666,20
17442,38.833333333333336,6
17445,43.75,7
17452,39,6
17453,47.375,16
17454,72,4
17455,37.76470588235294,19
17456,11,2
17458,43.03225806451616,660
17462,49,2
17463,45.12727272727271,105
17465,61.5,3
17469,41,4
17470,46.75,4
17472,12.5,2
17475,43,4
17478,14,2
17479,43.4,8
17480,59.666666666666664,3
17482,17.5,4
17483,43,3
17484,48.81999999999999,70
17485,47,11
17488,76.5,2
17489,53.831168831168824,104
17492,6.25,19
17494,26.25,4
17495,33,2
17497,43.30857142857145,386
17498,49,6
17499,53.70666666666665,93
17500,64.57142857142857,13
17503,20.125,17
17508,63.400000000000006,5
17510,59.666666666666664,4
17512,52.85034013605444,193
17513,32.14285714285714,23
17515,26.5,2
17516,50.800000000000004,6
17518,39.41025641025641,81
17520,35.55555555555555,11
17521,36.25,8
17522,46.333333333333336,27
17524,57.147058823529406,35
17529,16,2
17530,63.5,2
17531,40.4,7
17538,18.22222222222222,23
17539,38.5,2
17541,67,13
17542,18.22222222222222,11
17546,34.6,8
17547,1,4
17548,0.5,2
17549,58.63636363636363,23
17550,37.50000000000001,106
17554,61,6
17555,41.9,10
17556,30,5
17560,42.27906976744186,47
17561,41,13
17562,52.114285714285714,94
17564,49.5,4
17565,17.5,2
17566,97.5,2
17567,69.5,4
17568,33.16071428571428,92
17571,39.33333333333333,6
17572,36.83333333333334,7
17573,67,23
17574,62,4
17578,38.5,2
17579,24,2
17583,28.5,6
17584,56.2,7
17585,35.833333333333336,14
17593,45.33333333333333,9
17594,53.24999999999999,8
17597,4.666666666666668,95
17601,36.333333333333336,6
17603,49,8
17606,58.99999999999999,6
17607,74.66666666666666,7
17609,38.75,5
17614,26.333333333333336,7
17615,45,4
17616,2.5,2
17617,32.5,2
17619,55.45454545454545,11
17620,42,2
17621,40.5,8
17622,47.86666666666667,18
17625,65.83333333333334,16
17627,25.192307692307697,28
17628,49,20
17629,55.5,2
17631,21.74193548387097,67
17632,60.83333333333334,6
17635,51,4
17636,23,4
17639,37,2
17640,33.09523809523809,28
17642,80.5,2
17644,8.5,2
17645,53.95355191256834,417
17651,36.5,2
17653,64,11
17656,59,8
17657,97.5,2
17658,53.14285714285714,29
17660,41.5,7
17661,76,2
17662,23.115384615384613,49
17668,75,3
17670,33.55555555555555,10
17672,49.393617021276626,116
17675,55,9
17676,43.28571428571429,16
17681,40.48648648648647,38
17682,10.5,2
17683,35.5,8
17685,17.5,8
17689,27.666666666666664,10
17690,40.599999999999994,13
17692,47.4,10
17696,41.99999999999999,12
17697,46.333333333333336,14
17699,42.85393258426968,145
17701,36.29999999999999,46
17702,79,2
17708,51.33333333333333,3
17711,46.5,2
17713,48.90909090909091,12
17716,39.714285714285715,21
17722,28.5,2
17727,53.5,2
17731,27.5,2
17732,40.5,3
17733,45,5
17735,46.60869565217392,94
17741,40.14285714285714,10
17747,33.6,12
17749,52.844444444444456,47
17750,60,3
17752,52.473684210526315,75
17753,39.4,7
17755,45.5,6
17757,40.888888888888886,15
17761,50.806451612903224,42
17763,62.666666666666664,5
17771,42.44444444444444,15
17775,40.88888888888889,13
17776,27,2
17777,44.1,24
17778,33.75,9
17785,54.31491712707191,462
17786,40.5,2
17787,37.5,2
17788,24.076923076923077,26
17792,49,9
17794,48,25
17797,30.590909090909097,25
17802,32.99999999999999,122
17804,49.69999999999999,30
17805,29.200000000000003,13
17806,30.57142857142857,14
17807,39.49999999999999,45
17809,46.57692307692308,28
17810,67,2
17811,43.833333333333336,33
17813,35.22727272727272,27
17814,50.375,11
17815,24.5,2
17816,25.666666666666668,6
17819,58,3
17821,26.333333333333332,7
17824,15,2
17833,46.00000000000001,30
17834,61.57142857142857,26
17836,49.25,6
17838,47.27272727272727,40
17839,30.33333333333333,5
17845,29.25,9
17848,60.24999999999999,5
17849,35,12
17850,33.70588235294119,35
17852,70,2
17853,32.272727272727266,12
17857,32,15
17858,51.5,2
17859,58.875,16
17860,40.400000000000006,5
17861,46.36363636363637,11
17862,48,2
17863,16.5,4
17864,28.333333333333332,3
17865,97.5,2
17866,7.5,3
17867,36,2
17881,51.90909090909092,32
17882,16.875,16
17885,46.125,51
17894,46.45161290322581,85
17903,42.266666666666666,24
17904,45.6,5
17905,27.25,4
17907,0,2
17909,32,2
17910,57.79310344827586,41
17912,35.09090909090909,12
17916,44.42857142857143,8
17920,50.07692307692308,18
17921,27.999999999999996,4
17922,66.00000000000001,21
17923,27.25,6
17924,12,2
17927,54.75,4
17932,32.66666666666667,9
17935,10.5,2
17938,36.33333333333333,3
17941,39.25,4
17942,53.5,2
17947,43.59090909090908,22
17950,43.5,3
17956,2,2
17957,99.5,2
17958,49.83333333333333,26
17960,42.54545454545455,12
17961,53,4
17963,53.5,2
17965,17.612903225806456,37
17968,51.16455696202533,222
17971,34.875,13
17972,23.5,2
17974,68.625,9
17976,66.33333333333333,3
17977,19.5,8
17983,48.789915966386566,143
17984,30.555555555555554,9
17986,23.500000000000004,7
17987,66.85714285714286,7
17989,111,3
17990,39.666666666666664,8
17992,55.16666666666667,7
17995,36.28571428571427,87
18003,33.70588235294118,43
18006,28.985714285714295,218
18007,41.33333333333333,6
18012,19.666666666666664,3
18016,39.66666666666667,6
18019,66,2
18020,50.37499999999999,40
18021,34.06666666666667,38
18025,32.99999999999999,9
18026,113.5,4
18027,42.5,2
18028,39.8,5
18031,51.63157894736841,38
18033,8.5,5
18036,45.75,4
18038,40.1923076923077,41
18041,57.5,2
18042,70,3
18043,66,2
18044,43.25,6
18045,43.99999999999999,10
18046,39.291666666666664,28
18047,27,2
18054,30,2
18055,66,2
18056,11,14
18058,51.20689655172414,123
18060,55.5,4
18063,41.14285714285713,19
18066,45.54545454545455,18
18067,17.25,4
18068,46,4
18070,51.14285714285715,7
18071,15.5,9
18072,29.727272727272727,11
18073,59.46153846153846,50
18074,29,4
18076,32,2
18078,44.5,16
18082,69,11
18084,11.5,3
18088,46.83333333333333,8
18089,9.25,8
18095,57.75,4
18096,20,2
18099,42.33333333333333,14
18101,53.4782608695652,33
18102,54.85714285714286,8
18104,56,2
18105,23.5,10
18110,49.60000000000001,21
18116,37.56521739130435,47
18118,6.75,4
18119,52.5,2
18120,54.2,5
18121,38.157894736842096,125
18123,35.5,11
18129,58.449999999999996,21
18131,27.5,4
18132,32.33333333333333,11
18133,21.137931034482758,218
18134,62,3
18136,21.333333333333332,7
18138,29.09090909090909,13
18142,35.07142857142857,18
18144,81.5,2
18145,50.5,3
18146,25,2
18147,40,6
18148,51.2,19
18150,36.76,97
18151,50.5,4
18152,46.33333333333333,18
18153,11,11
18154,45.463414634146325,172
18156,60,2
18160,28,4
18161,0,2
18162,40.5,5
18165,48.692307692307686,16
18169,44.677966101694956,163
18174,42.33333333333333,18
18177,34.38095238095238,26
18178,56.800000000000004,16
18179,60.27999999999998,31
18181,35.184375,535
18183,27,2
18189,32.8,14
18190,49.75,14
18192,36.2,5
18193,42.47058823529412,21
18194,72,6
18196,50.68421052631579,29
18197,17,3
18201,57.5,2
18204,78,7
18207,49.3,10
18211,15.5,2
18213,34.34615384615385,329
18214,27.299999999999997,10
18215,45.36231884057968,87
18219,25.5,2
18220,32.5,2
18223,52.666666666666664,4
18226,32.54054054054055,41
18228,50.5,3
18231,36.5,4
18232,65.66666666666666,5
18237,50.89473684210527,21
18239,79.75,11
18242,72.5,2
18245,77,2
18247,23,4
18249,66.5,2
18251,51.5,10
18254,48.4,11
18255,43.837837837837846,46
18256,50.57692307692309,57
18257,44.285714285714285,15
18259,25,2
18261,33.199999999999996,12
18263,18,2
18267,33.42857142857143,8
18270,34.1578947368421,19
18279,42.2,10
18281,46.8157894736842,52
18283,40.93333333333334,44
18284,70,2
18288,65.06666666666666,15
18290,29.750000000000004,22
18291,35,7
18292,5.5,2
18296,23,3
18298,43.958333333333314,74
18299,53.27777777777778,29
18306,52.30681818181817,95
18307,29.285714285714285,14
18308,38.61904761904761,35
18310,23,9
18317,35.18181818181817,27
18318,45.8,5
18320,39.92,31
18321,37.25,12
18325,38.75675675675676,48
18326,40.099999999999994,47
18329,42.16666666666667,7
18332,60.5,2
18333,23,2
18334,46.1125,106
18338,39.56363636363635,504
18339,14.5,2
18340,17.499999999999996,74
18342,52.5,10
18347,51.5,2
18350,50.846715328467155,144
18353,54.5,3
18355,60.73684210526316,41
18360,40.102564102564095,170
18364,45.5,17
18365,48.5,40
18368,38.400000000000006,15
18379,68.66666666666666,3
18381,4.5,2
18383,63.77777777777777,19
18384,33.03703703703704,36
18385,46.62857142857142,47
18386,38.349999999999994,20
18388,48,2
18389,38,16
18390,35.2,10
18391,42,2
18392,49.333333333333336,3
18395,64.66666666666666,3
18396,52.14285714285714,32
18398,16.8,10
18399,45.57894736842104,21
18401,30.5,2
18402,34.5,2
18405,47.50000000000001,21
18406,16,4
18408,77,6
18410,25.833333333333336,7
18412,4.166666666666667,6
18413,50.974683544303794,97
18414,57.33333333333333,3
18416,74.5,2
18417,51.33333333333333,4
18419,44.75,13
18420,36.666666666666664,3
18424,22.5,2
18425,66.5,2
18426,52.77777777777778,15
18430,32.60714285714286,74
18432,35.25,4
18433,41.666666666666664,6
18434,20,10
18435,42.5,2
18436,59.85714285714286,19
18438,48.42424242424242,41
18444,46.599999999999994,9
18445,56.25925925925926,40
18446,46.5,2
18447,42,2
18448,24.666666666666664,3
18451,40.75,105
18452,43.230769230769226,84
18457,62.3125,22
18459,29.33333333333333,13
18460,52.61333333333334,131
18468,45.07142857142858,14
18470,54.25,4
18471,53.07142857142857,15
18472,49,2
18475,28,5
18476,43.62025316455697,83
18478,45.194117647058825,293
18480,53.63636363636364,17
18483,34.94444444444444,18
18488,17.735294117647054,61
18489,63.16666666666665,67
18492,63.45161290322579,32
18495,42.266666666666694,53
18497,39.5,2
18498,43.58273381294964,142
18501,35,2
18505,73,2
18509,41.5,2
18511,43.79545454545455,52
18515,22.181818181818176,88
18517,28,2
18518,19,2
18523,12,2
18524,65,8
18525,49.5,2
18526,53.75,4
18528,27,2
18529,40.13043478260868,67
18533,87,2
18536,16.22222222222222,13
18538,35.5,4
18540,27.333333333333336,9
18541,18.833333333333336,9
18542,61.75,6
18543,36.33333333333333,12
18546,37.666666666666664,15
18552,66.5,2
18556,39.5,4
18557,103,5
18559,49.77777777777777,34
18560,46.791666666666664,27
18561,78,6
18567,75.19999999999999,8
18568,21.666666666666664,3
18569,43.69999999999999,271
18570,44.375,8
18571,34.20930232558138,79
18572,49,2
18574,41.68354430379749,333
18579,47.906666666666666,92
18582,42.73333333333333,16
18583,31.714285714285715,9
18584,55.27272727272725,78
18585,45.631578947368425,30
18586,39.48275862068966,143
18589,87.5,3
18591,26.333333333333332,3
18594,37.400000000000006,19
18595,87,2
18597,55.785714285714285,19
18604,18,3
18610,40.92207792207791,87
18615,61.374999999999986,48
18616,42.33333333333333,3
18617,39,2
18618,21.5,2
18622,95,3
18623,28.388888888888882,24
18624,61.33333333333333,3
18625,52.318681318681314,101
18629,60.666666666666664,3
18630,44.63170600858372,5656
18636,58.5,2
18637,45.92307692307693,59
18644,27.285714285714292,19
18645,88.5,2
18651,9,2
18652,57.3,38
18654,68.625,11
18655,46.470588235294116,20
18659,15.5,6
18663,38.62500000000001,60
18675,18.5,4
18678,40.88461538461536,70
18680,33.499999999999986,33
18684,30.925925925925924,28
18688,63.25,6
18696,41.33333333333332,14
18698,20.5,2
18699,32.5,7
18702,97.5,2
18709,29.5,2
18712,88.5,4
18714,54.5,13
18716,106.5,2
18719,35,2
18727,96.75,6
18730,57,2
18732,21.166666666666668,7
18733,67.75,14
18735,18.5,2
18737,51.5,2
18739,54.00000000000001,32
18741,71,2
18742,48.16666666666666,15
18743,36.696969696969695,75
18744,48.625,15
18746,54.833333333333336,38
18748,30.5,2
18750,29.125,16
18752,47.52631578947368,19
18754,50.79310344827586,56
18755,40.125,8
18757,54.70833333333333,31
18758,17,2
18759,46.400000000000006,26
18760,72.5,2
18761,8.5,7
18762,40,2
18766,21.5,2
18767,46.666666666666664,31
18771,47.55405405405405,130
18772,72,5
18773,59.666666666666664,14
18774,45.14285714285714,10
18775,56.57575757575757,42
18780,24.148936170212774,194
18782,42.70491803278688,105
18785,60.49999999999999,35
18787,53.85714285714286,63
18789,46.492307692307676,90
18791,43.504854368932044,132
18793,25,4
18794,53.25,5
18796,38.11235955056186,967
18797,29,4
18799,55.72727272727273,19
18800,28.5,4
18801,56.75,16
18803,19.77777777777778,16
18804,41.55555555555555,36
18805,55.16666666666667,8
18806,81,2
18809,54.14285714285713,27
18814,49,4
18815,52.00800000000002,195
18816,26.222222222222218,12
18817,40.505617977528075,123
18821,23.5,2
18822,41.2,19
18824,27.833333333333336,7
18827,21.499999999999993,15
18829,37.28205128205127,99
18833,43.52380952380952,22
18839,65,3
18843,42.846153846153854,52
18845,53,10
18846,51.08870967741939,164
18849,52,5
18851,41.5,2
18855,26.166666666666664,12
18856,29.999999999999993,25
18858,21.7,16
18859,32.5,2
18860,23.444444444444443,10
18863,55.164772727272734,185
18864,66.5,2
18869,53.875,19
18871,50.375,10
18875,43.53846153846154,42
18877,42.111111111111114,32
18879,23.5,3
18880,19.25,6
18881,26.541666666666664,42
18884,17.75,4
18885,48.13636363636362,48
18887,63,2
18896,43.214285714285715,22
18897,42.75,6
18898,88,2
18900,35,2
18904,25.64516129032258,46
18905,37.833333333333336,13
18907,29.666666666666664,3
18909,54,2
18910,72,2
18912,26.500000000000004,9
18914,38.2,7
18915,33.800000000000004,5
18918,45.5,2
18919,55.930232558139544,49
18921,40.714285714285715,14
18922,37.3,10
18923,44.67567567567569,41
18924,43,3
18930,19.5,2
18933,31.5,2
18934,24,3
18936,62.5,22
18937,48.666666666666664,3
18939,50.625,20
18942,59.75,4
18943,4.5,2
18947,46.74999999999999,19
18948,40.66666666666667,46
18953,43.4864864864865,51
18954,41.91923990498817,703
18955,37,3
18957,30.5,6
18960,58.11111111111111,11
18962,63,6
18964,84,2
18965,46.2,5
18966,47,4
18969,21.333333333333336,9
18975,33.666666666666664,7
18982,71,6
18983,35.5,2
18986,6.5,2
18990,62,3
18991,37.913043478260875,25
18992,22.5,2
18998,29.52173913043478,48
18999,22.7037037037037,41
19000,20.25,10
19003,18.75,49
19004,42,22
19006,47.6875,16
19007,10.125,15
19011,83,2
19012,44.725806451612875,91
19016,28.57142857142857,8
19017,44.90780141843973,190
19018,43.86206896551726,75
19019,52,5
19021,83.5,3
19025,56.041666666666664,26
19027,63.64285714285714,25
19028,53.20833333333333,24
19032,51.66666666666666,31
19035,19,2
19037,56,2
19043,25.390675241157574,723
19045,52.30434782608694,29
19046,9,2
19047,60,6
19049,41.39285714285714,62
19051,55,13
19053,54.57142857142858,19
19058,10.333333333333332,3
19068,61,3
19073,50.714285714285715,11
19076,34,3
19078,55.00000000000001,7
19079,28.14285714285715,15
19080,32.66666666666667,9
19081,20.5,7
19082,41,2
19088,37.666666666666664,7
19093,18.5,6
19098,67.18749999999999,22
19102,44.625,13
19104,19.5,2
19110,48.5,8
19114,14,5
19121,48.438356164383535,87
19124,41.5,2
19127,2,2
19129,32.659340659340664,132
19133,35,9
19134,40.5,2
19135,31.5,2
19136,43.95652173913042,36
19137,40.68181818181819,22
19138,46.5,2
19139,57,7
19140,25.5,6
19142,41,11
19150,41,4
